Task,Assigned_Fleet,Origin,Destination,Leg_Count,Expected_Load(%),Revenue,Cost,Profit,Shadow_Price_Summary,Product_Count,Recommendation_Tag,Recommendation_Reason
AA0191,F0C0Y76,BOD,GBJ,1,100.0,11731.4,2270.5,9460.9,avg=20.00; max=20.00; positive_legs=1,60,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0625,F16C0Y165,MBT,QEY,1,100.0,20197.0,10738.0,9459.0,avg=18.84; max=18.84; positive_legs=1,49,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0668,F16C0Y165,TFB,BVT,1,100.0,27248.9,17794.4,9454.5,avg=20.20; max=20.20; positive_legs=1,17,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_BA2092,F0C0Y76,QEY,QEY,2,91.58,13713.4,4262.17,9451.23,avg=10.28; max=20.56; positive_legs=1,216,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0626,F16C0Y165,QEY,MBT,1,100.0,19338.6,9971.0,9367.6,avg=20.24; max=20.24; positive_legs=1,32,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2700,F16C0Y165,NGS,MBY,1,93.21,19634.3,10277.8,9356.5,avg=1.97; max=1.97; positive_legs=1,9,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0670,F16C0Y165,TFB,EGX,1,97.58,26974.5,17641.0,9333.5,avg=6.68; max=6.68; positive_legs=1,35,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0647,F16C0Y165,MBT,CMJ,1,100.0,21599.8,12272.0,9327.8,avg=21.00; max=21.00; positive_legs=1,13,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0021,F16C0Y165,PSE,TFB,1,100.0,30036.7,20709.0,9327.7,avg=30.56; max=30.56; positive_legs=1,73,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0673,F16C0Y165,EFO,TFB,1,100.0,22512.3,13192.4,9319.9,avg=16.00; max=16.00; positive_legs=1,66,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0471,F16C0Y165,MBY,TFB,1,100.0,21161.7,11888.5,9273.2,avg=17.60; max=17.60; positive_legs=1,69,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0633,F16C0Y165,QIY,TFB,1,100.0,22593.6,13345.8,9247.8,avg=21.92; max=21.92; positive_legs=1,60,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0181,F0C0Y76,BOD,GBJ,1,100.0,11536.8,2350.17,9186.63,avg=22.52; max=22.52; positive_legs=1,9,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0671,F16C0Y165,BVT,TFB,1,100.0,29127.1,19942.0,9185.1,avg=26.84; max=26.84; positive_legs=1,21,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0458,F16C0Y165,TFB,MBY,1,100.0,21445.8,12272.0,9173.8,avg=17.80; max=17.80; positive_legs=1,67,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0479,F16C0Y165,MBY,QEY,1,100.0,19827.3,10661.3,9166.0,avg=12.68; max=12.68; positive_legs=1,30,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0305,F16C0Y165,TGP,TFB,1,99.03,18740.0,9587.5,9152.5,avg=12.68; max=12.68; positive_legs=1,49,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0657,F16C0Y165,QIY,QEY,1,100.0,21558.2,12502.1,9056.1,avg=22.00; max=22.00; positive_legs=1,44,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0495,F16C0Y165,TBO,TFB,1,100.0,22014.47,12962.3,9052.17,avg=18.40; max=18.40; positive_legs=1,57,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2670,F0C0Y76,TFB,ZMX,1,100.0,11415.8,2390.0,9025.8,avg=23.00; max=23.00; positive_legs=1,42,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0522,F16C0Y165,TFB,CVS,1,98.67,19822.6,10814.7,9007.9,avg=10.68; max=10.68; positive_legs=1,17,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0467,F16C0Y165,MBY,TFB,1,100.0,21278.53,12272.0,9006.53,avg=15.36; max=15.36; positive_legs=1,85,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0143,F0C0Y76,QEY,BOD,1,100.0,17769.1,8763.33,9005.77,avg=39.76; max=39.76; positive_legs=1,111,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0637,F16C0Y165,QIY,TFB,1,99.03,22803.2,13806.0,8997.2,avg=9.16; max=9.16; positive_legs=1,36,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0183,F0C0Y76,BOD,GBJ,1,100.0,11184.8,2230.67,8954.13,avg=16.64; max=16.64; positive_legs=1,21,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0108,F0C0Y76,BOD,TFB,1,100.0,17271.2,8325.17,8946.03,avg=29.28; max=29.28; positive_legs=1,24,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0578,F16C0Y165,QEY,TBO,1,98.55,20143.3,11198.2,8945.1,avg=11.28; max=11.28; positive_legs=1,19,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0838,F16C0Y165,IOM,TKD,1,99.64,31878.2,23010.0,8868.2,avg=28.48; max=28.48; positive_legs=1,7,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0649,F16C0Y165,MBT,CMJ,1,100.0,21124.2,12272.0,8852.2,avg=21.60; max=21.60; positive_legs=1,20,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_AA0821,F0C0Y76,TNG,TNG,2,100.0,25891.4,17048.67,8842.73,avg=32.08; max=38.20; positive_legs=2,60,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0527,F16C0Y165,CVS,TFB,1,100.0,20563.97,11735.1,8828.87,avg=18.00; max=18.00; positive_legs=1,30,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0037,F16C0Y165,NTQ,TFB,1,100.0,25436.73,16643.9,8792.83,avg=20.60; max=20.60; positive_legs=1,40,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0022,F16C0Y165,TFB,PSE,1,100.0,27044.0,18254.6,8789.4,avg=25.04; max=25.04; positive_legs=1,60,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0610,F16C0Y165,TFB,MBT,1,96.97,19968.9,11198.2,8770.7,avg=8.24; max=8.24; positive_legs=1,46,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0357,F16C0Y165,PBL,TFB,1,100.0,17498.2,8743.8,8754.4,avg=15.76; max=15.76; positive_legs=1,35,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_BA2403,F0C0Y76,TKD,TKD,2,97.89,16583.3,7847.17,8736.13,avg=10.48; max=17.12; positive_legs=2,31,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0328,F16C0Y165,TFB,TKD,1,99.88,18152.43,9434.1,8718.33,avg=11.72; max=11.72; positive_legs=1,54,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2430,F0C0Y76,TFB,ZMX,1,100.0,11255.9,2549.33,8706.57,avg=23.48; max=23.48; positive_legs=1,32,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0503,F16C0Y165,TOB,TFB,1,98.91,20819.3,12118.6,8700.7,avg=10.68; max=10.68; positive_legs=1,54,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0613,F16C0Y165,MBT,TFB,1,96.73,20276.2,11581.7,8694.5,avg=11.84; max=11.84; positive_legs=1,11,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0501,F16C0Y165,TOB,TFB,1,91.88,20694.3,12041.9,8652.4,avg=6.12; max=6.12; positive_legs=1,68,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0242,F16C0Y165,MBY,HEM,1,99.52,22430.0,13806.0,8624.0,avg=16.16; max=16.16; positive_legs=1,8,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2584,F0C0Y76,TFB,ZFH,1,100.0,13277.4,4660.5,8616.9,avg=27.44; max=27.44; positive_legs=1,83,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0211,F16C0Y165,NAU,MBY,1,91.64,21762.4,13192.4,8570.0,avg=4.28; max=4.28; positive_legs=1,7,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0190,F0C0Y76,GBJ,BOD,1,98.16,10931.7,2390.0,8541.7,avg=17.20; max=17.20; positive_legs=1,18,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0249,F16C0Y165,HEM,MBY,1,100.0,24384.7,15876.9,8507.8,avg=22.44; max=22.44; positive_legs=1,13,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0563,F16C0Y165,MBY,QEY,1,100.0,19554.5,11121.5,8433.0,avg=16.80; max=16.80; positive_legs=1,37,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0189,F0C0Y76,BOD,GBJ,1,100.0,10703.1,2310.33,8392.77,avg=13.56; max=13.56; positive_legs=1,93,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_BA2167,F16C0Y165,TKD,TKD,2,55.64,24583.2,16260.4,8322.8,avg=0.00; max=0.00; positive_legs=0,48,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0318,F16C0Y165,TFB,TGP,1,95.27,18140.3,9817.6,8322.7,avg=6.72; max=6.72; positive_legs=1,25,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0891,F16C0Y165,TBO,IOM,1,100.0,36234.17,27918.8,8315.37,avg=37.80; max=37.80; positive_legs=1,20,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0511,F16C0Y165,TOB,TFB,1,100.0,20716.3,12425.4,8290.9,avg=17.80; max=17.80; positive_legs=1,56,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0850,F16C0Y165,PHH,PBL,1,92.0,31362.8,23086.7,8276.1,avg=14.08; max=14.08; positive_legs=1,10,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0456,F16C0Y165,TFB,MBY,1,100.0,20368.13,12118.6,8249.53,avg=17.80; max=17.80; positive_legs=1,72,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0612,F16C0Y165,TFB,MBT,1,100.0,19277.3,11044.8,8232.5,avg=19.00; max=19.00; positive_legs=1,42,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_AA0231,F0C0Y76,TGP,TGP,2,100.0,21971.0,13782.33,8188.67,avg=21.94; max=25.44; positive_legs=2,30,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0256,F16C0Y165,MBY,NFY,1,94.55,24201.0,16030.3,8170.7,avg=10.72; max=10.72; positive_legs=1,9,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0343,F16C0Y165,PBL,TFB,1,95.76,16831.5,8667.1,8164.4,avg=9.72; max=9.72; positive_legs=1,22,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0039,F16C0Y165,NTQ,TFB,1,100.0,24727.8,16567.2,8160.6,avg=20.60; max=20.60; positive_legs=1,22,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0758,F16C0Y165,TFB,NDJ,1,95.52,24267.1,16107.0,8160.1,avg=1.84; max=1.84; positive_legs=1,22,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2445,F0C0Y76,HFH,TFB,1,100.0,10705.63,2549.33,8156.3,avg=16.76; max=16.76; positive_legs=1,44,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0515,F0C0Y76,TOB,TFB,1,100.0,15313.2,7170.0,8143.2,avg=24.00; max=24.00; positive_legs=1,39,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2502,F16C0Y165,CPJ,QEY,1,95.76,14769.07,6672.9,8096.17,avg=2.40; max=2.40; positive_legs=1,69,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0109,F0C0Y76,TFB,BOD,1,100.0,16354.7,8285.33,8069.37,avg=43.96; max=43.96; positive_legs=1,156,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0517,F0C0Y76,TOB,TFB,1,100.0,14640.8,6572.5,8068.3,avg=24.00; max=24.00; positive_legs=1,33,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0606,F16C0Y165,TFB,MBT,1,100.0,18779.5,10738.0,8041.5,avg=20.60; max=20.60; positive_legs=1,36,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2266,F16C0Y165,TFB,ZWS,1,57.09,12013.1,3988.4,8024.7,avg=0.00; max=0.00; positive_legs=0,79,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0580,F16C0Y165,QEY,TOB,1,99.64,19221.33,11198.2,8023.13,avg=10.32; max=10.32; positive_legs=1,31,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0017,F16C0Y165,NJB,TFB,1,100.0,38190.0,30219.8,7970.2,avg=31.60; max=31.60; positive_legs=1,38,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0579,F16C0Y165,TBO,QEY,1,96.24,19393.2,11428.3,7964.9,avg=11.00; max=11.00; positive_legs=1,26,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0248,F16C0Y165,MBY,HEM,1,100.0,22148.3,14189.5,7958.8,avg=20.20; max=20.20; positive_legs=1,24,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0128,F16C0Y165,GBJ,TFB,1,63.39,24055.0,16107.0,7948.0,avg=0.00; max=0.00; positive_legs=0,58,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0809,F16C0Y165,QEY,PHH,1,100.0,34939.0,26998.4,7940.6,avg=41.52; max=41.52; positive_legs=1,40,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0564,F16C0Y165,QEY,MBY,1,100.0,18461.3,10584.6,7876.7,avg=16.60; max=16.60; positive_legs=1,26,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0127,F0C0Y76,TFB,GBJ,1,100.0,16831.1,8962.5,7868.6,avg=38.36; max=38.36; positive_legs=1,26,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0835,F16C0Y165,PBL,IOM,1,100.0,32794.9,24927.5,7867.4,avg=34.60; max=34.60; positive_legs=1,19,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2349,F0C0Y76,NTP,TFB,1,100.0,11310.5,3545.17,7765.33,avg=19.80; max=19.80; positive_legs=1,34,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0117,F0C0Y76,TFB,BOD,1,98.68,16299.1,8564.17,7734.93,avg=35.52; max=35.52; positive_legs=1,12,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0895,F16C0Y165,TKD,PHH,1,98.42,32633.1,24927.5,7705.6,avg=19.60; max=19.60; positive_legs=1,29,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2383,F16C0Y165,ZZK,TFB,1,60.97,10746.2,3068.0,7678.2,avg=0.00; max=0.00; positive_legs=0,35,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2429,F0C0Y76,ZMX,TFB,1,97.37,10042.1,2390.0,7652.1,avg=8.88; max=8.88; positive_legs=1,34,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0451,F16C0Y165,MBY,TFB,1,100.0,19896.1,12272.0,7624.1,avg=17.00; max=17.00; positive_legs=1,29,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0582,F16C0Y165,QEY,TOB,1,91.15,18953.4,11351.6,7601.8,avg=5.36; max=5.36; positive_legs=1,15,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0861,F16C0Y165,QEY,PHH,1,100.0,34795.1,27228.5,7566.6,avg=40.76; max=40.76; positive_legs=1,57,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0568,F16C0Y165,QEY,MBY,1,99.52,18370.9,10814.7,7556.2,avg=12.40; max=12.40; positive_legs=1,33,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0483,F16C0Y165,TBO,TFB,1,94.55,20533.43,13039.0,7494.43,avg=3.68; max=3.68; positive_legs=1,47,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2116,F0C0Y76,TFB,ZZD,1,98.95,11710.2,4222.33,7487.87,avg=17.32; max=17.32; positive_legs=1,58,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0530,F16C0Y165,TFB,POU,1,97.21,18992.5,11505.0,7487.5,avg=10.80; max=10.80; positive_legs=1,26,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0094,F16C0Y165,BOD,TFB,1,50.79,23189.2,15723.5,7465.7,avg=0.00; max=0.00; positive_legs=0,18,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2455,F0C0Y76,CAO,TFB,1,100.0,12274.67,4819.83,7454.83,avg=20.32; max=20.32; positive_legs=1,34,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0894,F16C0Y165,LPB,TKD,1,98.91,30913.6,23470.2,7443.4,avg=28.96; max=28.96; positive_legs=1,9,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0562,F16C0Y165,QEY,MBY,1,100.0,18561.2,11121.5,7439.7,avg=16.60; max=16.60; positive_legs=1,28,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0743,F16C0Y165,BUM,TFB,1,100.0,32278.9,24850.8,7428.1,avg=32.40; max=32.40; positive_legs=1,26,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2400,F0C0Y76,TFB,CJM,1,100.0,12445.1,5019.0,7426.1,avg=27.00; max=27.00; positive_legs=1,86,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2242,F0C0Y76,TFB,ZWS,1,97.89,9336.0,1912.0,7424.0,avg=11.88; max=11.88; positive_legs=1,49,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2024,F0C0Y76,TFB,ZWS,1,100.0,9280.6,1912.0,7368.6,avg=17.64; max=17.64; positive_legs=1,61,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0521,F16C0Y165,CVS,TFB,1,100.0,18840.9,11505.0,7335.9,avg=18.00; max=18.00; positive_legs=1,37,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0622,F16C0Y165,QEY,MBT,1,97.21,17361.5,10047.7,7313.8,avg=6.96; max=6.96; positive_legs=1,25,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2408,F0C0Y76,TFB,ZWS,1,100.0,9375.2,2071.33,7303.87,avg=15.96; max=15.96; positive_legs=1,49,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0825,F16C0Y165,TBO,PHH,1,99.76,33417.0,26154.7,7262.3,avg=28.68; max=28.68; positive_legs=1,9,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3452,F0C0Y76,QEY,CVS,1,100.0,12233.7,4979.17,7254.53,avg=20.36; max=20.36; positive_legs=1,15,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0505,F16C0Y165,TOB,TFB,1,100.0,19248.0,12041.9,7206.1,avg=17.80; max=17.80; positive_legs=1,12,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0139,F0C0Y76,PSE,BOD,1,100.0,22780.1,15574.83,7205.27,avg=56.20; max=56.20; positive_legs=1,45,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0046,F0C0Y76,CFU,BOD,1,59.74,9773.0,2629.0,7144.0,avg=0.00; max=0.00; positive_legs=0,8,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0372,F0C0Y76,TFB,TNG,1,100.0,11124.7,3983.33,7141.37,avg=21.52; max=21.52; positive_legs=1,36,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0859,F16C0Y165,TFB,IOM,1,100.0,35179.2,28072.2,7107.0,avg=37.40; max=37.40; positive_legs=1,101,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0325,F16C0Y165,TKD,TFB,1,96.85,16147.1,9050.6,7096.5,avg=4.20; max=4.20; positive_legs=1,39,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3298,F12C12Y48,BOD,EVU,1,62.08,12766.2,5724.0,7042.2,avg=0.00; max=0.00; positive_legs=0,13,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0463,F16C0Y165,MBY,TFB,1,97.82,18916.6,11888.5,7028.1,avg=10.56; max=10.56; positive_legs=1,35,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3481,F0C0Y76,TCB,TFB,1,100.0,13065.0,6054.67,7010.33,avg=25.20; max=25.20; positive_legs=1,21,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2450,F0C0Y76,QEY,ZWS,1,96.32,9740.5,2788.33,6952.17,avg=3.52; max=3.52; positive_legs=1,26,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0587,F16C0Y165,TOB,QEY,1,94.42,17991.2,11044.8,6946.4,avg=4.56; max=4.56; positive_legs=1,36,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0477,F16C0Y165,MBY,TFB,1,100.0,19892.2,12962.3,6929.9,avg=17.60; max=17.60; positive_legs=1,50,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0843,F16C0Y165,TFB,LPB,1,97.82,35308.17,28379.0,6929.17,avg=21.08; max=21.08; positive_legs=1,49,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0629,F16C0Y165,MBT,QEY,1,100.0,17661.0,10738.0,6923.0,avg=14.84; max=14.84; positive_legs=1,78,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0538,F16C0Y165,TFB,POU,1,98.55,18367.1,11505.0,6862.1,avg=10.80; max=10.80; positive_legs=1,34,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2381,F0C0Y72,ZZK,TFB,1,95.83,8412.62,1593.33,6819.29,avg=1.56; max=1.56; positive_legs=1,64,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0630,F16C0Y165,TFB,QIY,1,100.0,19567.1,12808.9,6758.2,avg=13.28; max=13.28; positive_legs=1,52,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_AA0153,F12C12Y48,BOD,PNF,3,41.25,13682.8,6932.4,6750.4,avg=0.00; max=0.00; positive_legs=0,26,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0512,F16C0Y165,TFB,TOB,1,100.0,18917.7,12195.3,6722.4,avg=17.80; max=17.80; positive_legs=1,45,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0621,F16C0Y165,MBT,QEY,1,95.88,16993.2,10277.8,6715.4,avg=6.08; max=6.08; positive_legs=1,10,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2460,F0C0Y76,TFB,CAO,1,100.0,11045.5,4341.83,6703.67,avg=20.12; max=20.12; positive_legs=1,36,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0491,F16C0Y165,TBO,TFB,1,95.03,19421.8,12732.2,6689.6,avg=6.44; max=6.44; positive_legs=1,37,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0107,F0C0Y76,TFB,BOD,1,100.0,15014.5,8365.0,6649.5,avg=41.44; max=41.44; positive_legs=1,112,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0604,F16C0Y165,TFB,MBT,1,100.0,17904.1,11274.9,6629.2,avg=15.88; max=15.88; positive_legs=1,52,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0841,F16C0Y165,PBL,PHH,1,95.52,30849.4,24237.2,6612.2,avg=21.36; max=21.36; positive_legs=1,9,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2280,F0C0Y76,FVH,TFB,1,100.0,9080.63,2469.67,6610.97,avg=5.96; max=5.96; positive_legs=1,85,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2118,F0C0Y76,TFB,ZZD,1,100.0,10760.3,4182.5,6577.8,avg=21.60; max=21.60; positive_legs=1,83,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3491,F0C0Y76,GBU,TFB,1,100.0,11950.4,5377.5,6572.9,avg=22.56; max=22.56; positive_legs=1,36,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2401,F0C0Y76,CJM,TFB,1,96.84,12207.6,5656.33,6551.27,avg=11.92; max=11.92; positive_legs=1,38,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
